Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	event_rate	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction_mean	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	F[83]	F[84]	F[85]	F[86]	F[87]	F[88]	F[89]	F[90]	F[91]	F[92]	F[93]	F[94]	F[95]	F[96]	F[97]	F[98]	F[99]	F[100]	F[101]	F[102]	F[103]	F[104]	F[105]	F[106]	F[107]	F[108]	F[109]	F[110]	F[111]	F[112]	F[113]	F[114]	F[115]	F[116]	F[117]	F[118]	F[119]	F[120]	F[121]	F[122]	F[123]	F[124]	F[125]	F[126]	F[127]	F[128]	F[129]	F[130]	F[131]	F[132]	F[133]	F[134]	F[135]	F[136]	F[137]	F[138]	F[139]	F[140]	F[141]	F[142]	fossilization[1]	fossilization[2]	fossilization[3]	fossilization[4]	fossilization[5]	fossilization[6]	fossilization[7]	fossilization[8]	fossilization[9]	fossilization_mean	num_samp_anc	origin_time	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation_mean	speciation_sd	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	t[28]	t[29]	t[30]	t[31]	t[32]	t[33]	t[34]	t[35]	t[36]	t[37]	t[38]	t[39]	t[40]	t[41]	t[42]	t[43]	t[44]	t[45]	t[46]	t[47]	t[48]	t[49]	t[50]	t[51]	t[52]	t[53]	t[54]	t[55]	t[56]	t[57]	t[58]	t[59]	t[60]	t[61]	t[62]	t[63]	t[64]	t[65]	t[66]	t[67]	t[68]	t[69]	t[70]	t[71]	t[72]	t[73]	t[74]	t[75]	t[76]	t[77]	t[78]	t[79]	t[80]	t[81]	t[82]	t[83]	t[84]	t[85]	t[86]	t[87]	t[88]	t[89]	t[90]	t[91]	t[92]	t[93]	t[94]	t[95]	t[96]	t[97]	t[98]	t[99]	t[100]	t[101]	t[102]	t[103]	t[104]	t[105]	t[106]	t[107]	t[108]	t[109]	t[110]	t[111]	t[112]	t[113]	t[114]	t[115]	t[116]	t[117]	t[118]	t[119]	t[120]	t[121]	t[122]	t[123]	t[124]	t[125]	t[126]	t[127]	t[128]	t[129]	t[130]	t[131]	t[132]	t[133]	t[134]	t[135]	t[136]	t[137]	t[138]	t[139]	t[140]	t[141]	t[142]
300	-1470.449	-1464.434	-6.014931	3.250858	0.006634283	0.6518755	0.316745	0.316745	0.316745	0.316745	0.316745	0.316745	0.316745	0.316745	0.316745	0.3167451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0518149	0.0518149	0.0518149	0.0518149	0.0518149	0.0518149	0.0518149	0.0518149	0.0518149	0.05181486	57	145.4426	0.407784	0.744535	1.0835	1.76418	0.0270452	0.0509532	0.0746988	0.101945	0.13565	0.180499	0.246336	0.361135	0.68038	0.1356503	1.012147	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
310	-1470.907	-1466.735	-4.172043	1.015661	0.005416783	0.6267542	0.341121	0.341121	0.341121	0.341121	0.341121	0.341121	0.341121	0.341121	0.341121	0.3411209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0474446	0.0474446	0.0474446	0.0474446	0.0474446	0.0474446	0.0474446	0.0474446	0.0474446	0.04744458	57	145.4426	0.140068	0.481409	1.00255	2.37598	0.0256445	0.0504208	0.0758484	0.105706	0.143388	0.194502	0.271067	0.407768	0.801732	0.1433876	1.080343	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
320	-1471.119	-1467.501	-3.618541	0.7969054	0.009118616	0.6054678	0.316462	0.316462	0.316462	0.316462	0.316462	0.316462	0.316462	0.316462	0.316462	0.3164619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0414313	0.0414313	0.0414313	0.0414313	0.0414313	0.0414313	0.0414313	0.0414313	0.0414313	0.04143134	57	145.4426	0.0949001	0.405885	0.956094	2.54312	0.0316394	0.0590015	0.0859646	0.116732	0.15461	0.204779	0.278071	0.405147	0.755523	0.1546102	0.9957852	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
330	-1469.958	-1464.517	-5.440815	1.401174	0.008575683	0.6469345	0.416252	0.416252	0.416252	0.416252	0.416252	0.416252	0.416252	0.416252	0.416252	0.4162516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050426	0.050426	0.050426	0.050426	0.050426	0.050426	0.050426	0.050426	0.050426	0.05042604	57	145.4426	0.209644	0.571235	1.04405	2.17507	0.0316195	0.0601253	0.0886397	0.121522	0.162376	0.216965	0.297452	0.438519	0.833856	0.1623764	1.026942	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
340	-1469.942	-1465.56	-4.382486	1.934719	0.007052183	0.5328125	0.291106	0.291106	0.291106	0.291106	0.291106	0.291106	0.291106	0.291106	0.291106	0.2911057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0516362	0.0516362	0.0516362	0.0516362	0.0516362	0.0516362	0.0516362	0.0516362	0.0516362	0.05163623	57	145.4426	0.285356	0.647887	1.06827	1.99849	0.0457979	0.0757845	0.102728	0.131547	0.165091	0.207189	0.265311	0.359638	0.595114	0.1650909	0.804822	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
350	-1473.051	-1468.382	-4.668098	1.821063	0.007680172	0.252716	0.341261	0.341261	0.341261	0.341261	0.341261	0.341261	0.341261	0.341261	0.341261	0.3412606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0507669	0.0507669	0.0507669	0.0507669	0.0507669	0.0507669	0.0507669	0.0507669	0.0507669	0.05076686	57	145.4426	0.270937	0.634529	1.06479	2.02974	0.0431843	0.0714596	0.0968659	0.12404	0.155669	0.195365	0.25017	0.339114	0.561152	0.1556694	0.804822	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
360	-1468.594	-1463.971	-4.62274	1.466914	0.006382835	0.5336269	0.338615	0.338615	0.338615	0.338615	0.338615	0.338615	0.338615	0.338615	0.338615	0.3386152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0516395	0.0516395	0.0516395	0.0516395	0.0516395	0.0516395	0.0516395	0.0516395	0.0516395	0.05163951	57	145.4426	0.220166	0.582955	1.04842	2.14846	0.0495404	0.0830863	0.113544	0.146359	0.184796	0.233328	0.300761	0.411013	0.689327	0.184796	0.8262919	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
370	-1471.426	-1465.85	-5.57532	2.103519	0.007393653	0.4494593	0.370727	0.370727	0.370727	0.370727	0.370727	0.370727	0.370727	0.370727	0.370727	0.3707265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0481776	0.0481776	0.0481776	0.0481776	0.0481776	0.0481776	0.0481776	0.0481776	0.0481776	0.04817758	57	145.4426	0.305326	0.665589	1.07238	1.95671	0.0366935	0.0664831	0.0951942	0.127449	0.166626	0.217845	0.291659	0.417614	0.756654	0.1666261	0.9497461	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
380	-1471.646	-1467.793	-3.852924	0.9549476	0.007944036	0.3596601	0.34648	0.34648	0.34648	0.34648	0.34648	0.34648	0.34648	0.34648	0.34648	0.3464802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0540446	0.0540446	0.0540446	0.0540446	0.0540446	0.0540446	0.0540446	0.0540446	0.0540446	0.05404457	57	145.4426	0.127879	0.462778	0.992115	2.41723	0.0342148	0.0593835	0.0828493	0.108605	0.139263	0.178575	0.234089	0.326591	0.566835	0.1392628	0.8810494	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
390	-1468.041	-1463.244	-4.797019	1.413425	0.008747832	0.68061	0.349952	0.349952	0.349952	0.349952	0.349952	0.349952	0.349952	0.349952	0.349952	0.3499524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0576513	0.0576513	0.0576513	0.0576513	0.0576513	0.0576513	0.0576513	0.0576513	0.0576513	0.05765127	57	145.4426	0.211633	0.573482	1.04491	2.16998	0.0262942	0.0516757	0.0777156	0.108285	0.146857	0.199168	0.277511	0.417351	0.820214	0.1468567	1.079643	99.2211	94.199	97.9557	59.4019	47.8	41.7186	37.9783	37.9783	33.9	36.1311	23.03	23.03	25.0118	25.9838	27.5772	27.1613	26.218	23.03	21.3617	15.4617	15.5934	14.437	18.378	19.1512	16.4605	16.7573	16.3251	13.82	16.441	16.4328	16.3774	13.82	16.2983	14.3637	13.82	16.6439	14.8256	13.82	15.97	18.0784	14.2368	16.64	19.8352	14.0231	19.9055	19.0847	20.3745	15.7191	16.6982	16.6949	14.1534	16.6982	19.9055	16.627	13.82	17.6223	14.9861	14.5121	15.513	16.0043	13.82	17.1608	14.5028	16.0603	15.8429	15.8548	13.65	15.5258	15.3677	15.851	14.8481	10.893	15.851	13.697	12.3449	11.5236	5.333	3.52473	12.3449	11.8135	11.608	8.2708	11.5236	11.8661	11.609	11.608	12.1737	11.608	11.608	14.7872	15.0818	15.88	15.97	16.4134	21.107	20.0091	18.3185	21.3195	15.97	22.2198	15.97	17.9608	21.5926	15.97	27.0327	28.1996	32.5458	32.0239	33.9	36.8642	35.8856	35.3062	34.955	33.9	36.6895	36.9592	36.3302	35.8975	34.3573	34.0305	33.9	34.2942	34.5615	33.9	44.3741	47.8	51.9788	51.3907	50.0893	47.8	47.8	49.1367	59.2	98.6222	94.1363	99.2211	98.1213	94.9088	112.03	113.432	125	145.443
